LSOA11CD,LSOAarea,SUM_service_area,LSOAname,population,per_capita_SA,per_square_meter_SA,location_quotient,Shape_Length,Shape_Area,pop_density
E01009374,216661.0313,216661.0352,Birmingham 084B,1175,184.3923645,1,0.621594906,3381.038212,216661.0352,5423
E01009375,176345.8281,249014.5383,Birmingham 083B,1954,127.4383545,1.412080646,0.429600358,2804.793915,176345.8231,11081
E01009376,211508.4844,322673.7216,Birmingham 084C,1710,188.6980896,1.52558291,0.63610965,3251.644123,211508.4902,8085
E01009377,122016.9531,145409.0068,Birmingham 083C,1435,101.3303146,1.191711545,0.341589004,2464.751044,122016.9553,11761
E01009378,675654,356009.7257,Birmingham 135A,2279,156.2131348,0.526911318,0.526601434,5124.27303,675653.981,3373
E01009379,347477.9375,589798.4336,Birmingham 071E,1733,340.3337708,1.697369456,1.147280335,3889.300587,347477.9429,4987
E01009380,107024.3828,177240.1848,Birmingham 070E,1750,101.2801056,1.656072974,0.341419756,1403.371599,107024.3828,16351
E01009382,241395.9063,648015.6925,Birmingham 140C,2007,322.8777771,2.684451818,1.088435292,3494.312157,241395.9046,8314
E01009383,115999.0156,231998.0307,Birmingham 083D,1509,153.7428894,2,0.518274128,2657.069326,115999.0154,13009
E01009384,193993.125,533950.8894,Birmingham 092E,1394,383.0350647,2.752421618,1.291228294,2059.235701,193993.1314,7186
E01009385,209685.1406,797008.7643,Birmingham 092F,1291,617.357666,3.800978661,2.08114028,2591.208509,209685.1382,6157
E01009389,190664.2656,467131.5022,Birmingham 093B,1760,265.4156189,2.450021267,0.894727886,2746.471163,190664.2686,9231
E01009390,193598.8438,416642.6173,Birmingham 093C,1494,278.8772583,2.152092457,0.940107644,2879.67448,193598.8373,7717
E01009391,149679.5313,469189.2599,Birmingham 140D,1868,251.1719818,3.134625435,0.846711934,1816.08131,149679.5312,12480
E01009392,121808.5078,290866.5663,Birmingham 140E,1788,162.6770477,2.387900352,0.548391581,1955.131812,121808.508,14679
E01009393,160209.0313,404580.7774,Birmingham 140F,1799,224.8920441,2.525330544,0.758121073,2242.911435,160209.03,11229
E01009394,266868.1875,537723.6129,Birmingham 093D,1734,310.105896,2.014940739,1.045380712,2933.843533,266868.1906,6498
E01009395,305940.7813,701015.7233,Birmingham 097F,1738,403.3462219,2.291344404,1.359698057,2696.798187,305940.7671,5681
E01009396,141014.4219,286022.3231,Birmingham 082D,2098,136.3309479,2.028319597,0.45957768,2638.603815,141014.4209,14878
E01009397,153348.6875,304082.4432,Birmingham 077E,1713,177.5145569,1.982947826,0.598409474,2263.490017,153348.6882,11171
E01009399,85976.36719,164799.1516,Birmingham 083E,1670,98.68212891,1.916795969,0.332661837,1916.883128,85976.36655,19424
E01009400,685441.25,767010.4384,Birmingham 031E,1512,507.2820435,1.119002461,1.710070372,4510.095491,685441.27,2206
E01009401,448353.6875,677687.4918,Birmingham 031F,1817,372.9705505,1.511502028,1.257300377,3441.59658,448353.6817,4053
E01009403,217362.8594,279193.9564,Birmingham 020A,1548,180.3578491,1.284460306,0.607994378,3168.065993,217362.8529,7122
E01009404,223222.25,319388.1721,Birmingham 020B,1621,197.0315704,1.430807948,0.664202213,4383.781413,223222.2478,7262
E01009405,272492.4375,474733.0808,Birmingham 020C,1391,341.2890625,1.742188096,1.150500655,3767.661062,272492.4275,5105
E01009406,338455.5313,773829.2001,Birmingham 020D,1712,452.0030518,2.286354065,1.52372241,3713.209583,338455.5303,5058
E01009407,255827.8281,595390.7323,Birmingham 020E,1860,320.1025391,2.327310324,1.079079866,2775.11609,255827.8235,7271
E01009408,258010.6406,584064.3267,Birmingham 026B,1696,344.3775635,2.263721943,1.160912037,4061.11638,258010.6455,6573
E01009409,242949.0313,484121.0522,Birmingham 026C,1847,262.1120911,1.992685676,0.883591533,3690.015859,242949.0369,7602
E01009410,424375.625,1002483.008,Birmingham 026D,1852,541.2975464,2.362253904,1.824738026,4654.759998,424375.625,4364
E01009411,341078.25,682300.9548,Birmingham 030B,1784,382.4556885,2.000423431,1.289275169,3564.881255,341078.2362,5230
E01009412,222923,447041.7754,Birmingham 030C,1906,234.5444794,2.00536418,0.790659845,3121.325966,222923.005,8550
E01009413,251726.6094,488951.0207,Birmingham 030D,1785,273.9221497,1.942389131,0.92340374,3501.644959,251726.6164,7091
E01009414,517587.2813,844652.2435,Birmingham 030E,2196,384.6321716,1.631903052,1.296612144,5538.115175,517587.2682,4243
E01009415,620520.875,580970.675,Birmingham 002A,1677,346.4345093,0.936262906,1.167846203,5021.319475,620520.9023,2703
E01009416,3279584.5,1726004.829,Birmingham 003A,2747,628.3235474,0.526287675,2.118106604,10605.84071,3279584.578,838
E01009417,358757.6563,358757.6559,Birmingham 001A,1529,234.6354828,1,0.79096669,4038.788433,358757.6559,4262
E01009418,1055238.375,575633.2485,Birmingham 001B,1519,378.9553833,0.545500696,1.277475476,7829.247445,1055238.373,1439
E01009419,360825.3125,449110.8057,Birmingham 001C,1384,324.5020142,1.24467659,1.093910813,3469.632188,360825.3146,3836
E01009420,302143.6563,302143.6519,Birmingham 003B,1536,196.7080994,1,0.663111806,3499.263078,302143.6519,5084
E01009421,2995659.5,903606.9786,Birmingham 004A,1667,542.0557861,0.301638752,1.827294111,9283.993989,2995659.615,556
E01009422,757717.5,579835.6388,Birmingham 002B,1916,302.6282043,0.765239894,1.020173192,6149.880413,757717.495,2529
E01009423,1290659.375,898407.0958,Birmingham 002C,1730,519.3104858,0.696083784,1.750618696,10603.55552,1290659.403,1340
E01009424,6447837,1495337.915,Birmingham 004B,1489,1004.25647,0.231913105,3.385393381,17421.53596,6447836.773,231
E01009425,550178.3125,550178.3013,Birmingham 002D,1735,317.1056519,1,1.068977237,6845.757967,550178.3013,3154
E01009426,778565.1875,732820.1127,Birmingham 003C,1429,512.8202515,0.941244364,1.728739858,6323.225893,778565.1879,1835
E01009427,867528.25,851916.7256,Birmingham 004C,1464,581.9103394,0.982004583,1.961645603,8199.482955,867528.2334,1688
E01009428,767317.6875,1213302.555,Birmingham 004D,1626,746.1885376,1.581225872,2.515434742,5127.019183,767317.6715,2119
E01009429,632091.0625,632091.0855,Birmingham 003D,1471,429.7016296,1,1.44854331,5143.670114,632091.0854,2327
E01009430,962038.6875,1068402.914,Birmingham 004E,1746,611.9146118,1.110561252,2.062791348,9564.265135,962038.6843,1815
E01009431,437469.3438,437469.3474,Birmingham 003E,1649,265.2937317,1,0.894316971,4425.866403,437469.3474,3769
E01009432,868973.75,2452468.003,Birmingham 006A,1533,1599.783447,2.822257757,5.392940998,5596.281072,868973.7677,1764
E01009433,540440.75,579443.1872,Birmingham 001D,1777,326.0794678,1.072167873,1.099228382,4188.12979,540440.7353,3288
E01009434,910785.4375,2025620.146,Birmingham 012A,1529,1324.800659,2.224036694,4.465961933,6193.443165,910785.4324,1679
E01009435,604196.6875,1484045.067,Birmingham 006B,1820,815.4093628,2.456228495,2.748781204,5842.554462,604196.6819,3012
E01009436,449755,1044367.463,Birmingham 012B,1339,779.9607544,2.322080851,2.629282475,6134.554723,449754.9884,2977
E01009437,1128016,2196063.235,Birmingham 006C,1880,1168.118774,1.946836948,3.93778038,7930.652603,1128015.988,1667
E01009438,866814.75,909651.1624,Birmingham 012C,1439,632.1411743,1.049418211,2.130975962,5652.889646,866814.764,1660
E01009439,1024203.313,2226324.922,Birmingham 021A,1400,1590.232056,2.173713923,5.360743046,6154.105568,1024203.337,1367
E01009440,442878.125,1186347.363,Birmingham 012D,1563,759.0194092,2.678721905,2.558688164,4631.604301,442878.1147,3529
E01009441,5207762,2092811.022,Birmingham 021B,1464,1429.515747,0.401863813,4.818961143,15402.78195,5207761.771,281
E01009442,536778.75,1217864.289,Birmingham 021C,1457,835.8711548,2.268838406,2.817758799,3853.301227,536778.7739,2714
E01009443,668374.6875,850023.7945,Birmingham 021D,1189,714.9064941,1.271777391,2.409981489,5080.348777,668374.6854,1779
E01009444,405207.2188,986586.8349,Birmingham 006D,1454,678.5328979,2.434771061,2.287364483,3940.082236,405207.2237,3588
E01009445,287422.4375,771583.8568,Birmingham 005A,1698,454.4074402,2.684494257,1.531827807,3889.423009,287422.4448,5908
E01009446,488840.5938,1504603.269,Birmingham 005B,2412,623.7990112,3.077901602,2.102854252,3830.91309,488840.5917,4934
E01009447,373101.0313,1122407.475,Birmingham 005C,1625,690.7122803,3.00832057,2.328421831,5327.456569,373101.0428,4355
E01009448,787679.0625,981628.8535,Birmingham 005D,1465,670.053833,1.24622941,2.258781195,6991.098916,787679.0917,1860
E01009449,760178.1875,1629884.512,Birmingham 009A,1801,904.9886475,2.144082308,3.050756931,4666.285257,760178.1952,2369
E01009450,8738676,5449704.572,Birmingham 012E,1680,3243.871826,0.623630464,10.93523598,26797.30856,8738675.668,192
E01009451,422752,1028777.493,Birmingham 009B,1429,719.9282837,2.433524847,2.426910162,4402.073729,422751.9941,3380
E01009452,362118.375,1086355.165,Birmingham 005E,1657,655.6156616,3,2.210109711,4902.551126,362118.3884,4576
E01009453,268411.25,569760.2153,Birmingham 009C,1667,341.7877808,2.122713566,1.152181745,4138.577058,268411.2377,6211
E01009454,420663.5313,1146794.075,Birmingham 006E,1465,782.7946167,2.726155281,2.63883543,5146.950192,420663.5162,3483
E01009455,204992.875,614978.6073,Birmingham 005F,1323,464.8364258,3,1.566984296,2683.952943,204992.8691,6454
E01009456,356995.125,408836.3701,Birmingham 018C,1705,239.7867279,1.145215511,0.808331728,5130.855992,356995.1371,4776
E01009457,718477.1875,1287298.741,Birmingham 015A,1384,930.1291504,1.791704416,3.135506868,4914.226582,718477.1979,1926
E01009458,287092.3438,287092.3533,Birmingham 018D,1417,202.6057587,1,0.682992995,3404.348471,287092.3533,4936
E01009459,450915.375,988765.5619,Birmingham 015B,1669,592.4299316,2.19279623,1.997107625,3945.595545,450915.3736,3701
E01009460,274096.875,342270.544,Birmingham 018E,1606,213.1198883,1.248721123,0.718436658,3803.368388,274096.8689,5859
E01009461,599877.75,1284076.96,Birmingham 015C,1271,1010.288696,2.140564442,3.40572834,4359.532268,599877.7731,2119
E01009462,333842.25,752011.4793,Birmingham 018F,1558,482.6774597,2.252595186,1.627127171,4497.479054,333842.2633,4667
E01009463,535730.1875,1243844.683,Birmingham 015D,1487,836.479248,2.321774483,2.81980896,5295.73098,535730.2102,2776
E01009464,422320.9375,500040.2294,Birmingham 007B,1363,366.8673706,1.184028983,1.236726284,3368.264624,422320.9507,3227
E01009465,382594.1875,494016.2611,Birmingham 007C,1374,359.546051,1.291227818,1.21204567,4004.965876,382594.1872,3591
E01009466,454346.8438,834779.4553,Birmingham 009D,1615,516.8912964,1.837317586,1.742463589,5392.903175,454346.8375,3555
E01009467,356209.0625,360493.2253,Birmingham 007D,1532,235.3088989,1.012027144,0.793236732,4070.008766,356209.0529,4301
E01009468,1079413.375,1158953.46,Birmingham 004F,1491,777.2994385,1.073688269,2.620311022,8733.224443,1079413.375,1381
E01009469,356066,356066.005,Birmingham 010B,1391,255.9784393,1,0.862914681,4205.426919,356066.0045,3907
E01009470,354660.4375,383408.046,Birmingham 010C,1433,267.5562134,1.081056714,0.901943862,4517.554773,354660.4478,4040
E01009471,455228.8125,910457.6498,Birmingham 009E,1669,545.5108643,2,1.838941455,4301.571282,455228.8249,3666
E01009472,353372.3125,353372.3203,Birmingham 010D,1663,212.4908752,1,0.716316164,4984.186803,353372.3203,4706
E01009473,409901.3438,409901.3469,Birmingham 010E,1627,251.9369049,1,0.84929055,3657.599612,409901.3469,3969
E01009474,373328.5313,402824.8576,Birmingham 010F,1547,260.3909912,1.079009056,0.877789617,4458.467712,373328.5237,4144
E01009475,192581.4531,194913.3199,Birmingham 055A,2124,91.76709747,1.012108445,0.309350967,2737.706133,192581.448,11029
E01009476,328759.625,463117.7688,Birmingham 055B,2074,223.2969055,1.408681989,0.752743781,3039.072173,328759.6318,6309
E01009477,348331.3438,370530.1954,Birmingham 055C,1865,198.675705,1.063729167,0.66974467,4049.47163,348331.357,5354
E01009478,576344.5,684787.7953,Birmingham 048A,1907,359.0916748,1.188157082,1.210513949,4986.865966,576344.5196,3309
E01009479,717709.0625,748140.6525,Birmingham 048B,2365,316.3385315,1.042400956,1.066391349,5446.983328,717709.0427,3295
E01009480,240372.2813,367908.4316,Birmingham 044C,1987,185.1577454,1.53057766,0.624175012,2918.619781,240372.2791,8266
E01009481,254101.3594,353060.3056,Birmingham 044D,2389,147.7858124,1.389446735,0.498192549,4167.505906,254101.3635,9402
E01009482,156663.9219,156663.9189,Birmingham 048C,1770,88.51068878,1,0.298373461,2380.490062,156663.9189,11298
E01009483,326510.9375,326510.9396,Birmingham 051B,2008,162.6050568,1,0.54814887,2993.418521,326510.9396,6150
E01009484,159035.9844,159035.9827,Birmingham 048D,1837,86.57375336,1,0.291843981,2416.210712,159035.9827,11551
E01009485,289435.6875,365295.9522,Birmingham 048E,1941,188.1998749,1.26209712,0.63443017,2977.564395,289435.697,6706
E01009486,232336.9844,357856.1524,Birmingham 044E,2033,176.0236816,1.540246129,0.59338367,3567.564505,232336.9796,8750
E01009487,213532.2969,316926.4853,Birmingham 044F,2267,139.799942,1.484208703,0.471271843,4542.326035,213532.2992,10617
E01009488,288960.4375,429948.8855,Birmingham 051C,2357,182.41362,1.487916112,0.614924431,4106.45414,288960.4465,8157
E01009489,139645.4219,139645.4279,Birmingham 051D,2110,66.18267059,1,0.223104715,2280.541764,139645.4279,15110
E01009490,402871,688075.5289,Birmingham 055D,2145,320.7811279,1.707930207,1.081367493,3123.762794,402870.9907,5324
E01009491,142486.3125,184054.4626,Birmingham 051E,1929,95.41444397,1.291734338,0.321646333,2300.336636,142486.3081,13538
E01009492,205426.1406,229197.3674,Birmingham 055E,1921,119.3114853,1.115716696,0.402204335,2727.029471,205426.148,9351
E01009493,334259.625,426203.485,Birmingham 113D,1435,297.0059204,1.27506721,1.001220107,3732.300326,334259.6157,4293
E01009494,262902.8125,457063.4837,Birmingham 109A,1639,278.8672791,1.738526464,0.940074027,3300.40145,262902.811,6234
E01009495,304059.3438,730024.2167,Birmingham 106E,1263,578.0081177,2.400926828,1.948490977,3399.833881,304059.3365,4154
E01009496,483456.375,831418.9347,Birmingham 109B,1505,552.4378052,1.719739318,1.862292528,5203.045699,483456.3631,3113
E01009497,383078,638564.0754,Birmingham 109C,1807,353.3835449,1.666929603,1.191271663,4724.969046,383077.9845,4717
E01009498,438721.1875,861427.2431,Birmingham 119D,1625,530.1090698,1.963495851,1.787021279,4192.339742,438721.1908,3704
E01009499,286315.25,384780.8759,Birmingham 119E,1756,219.1235046,1.343906283,0.738675117,2688.600825,286315.2546,6133
E01009500,359401.5625,912215.4815,Birmingham 095E,1607,567.6511841,2.538151026,1.913577437,2779.986469,359401.5518,4471
E01009501,280689.2813,700145.2901,Birmingham 101B,1546,452.8753357,2.494378328,1.526662946,4170.957717,280689.2939,5508
E01009502,242020.7969,630426.2178,Birmingham 101C,1539,409.633667,2.60484314,1.38089335,3515.824525,242020.7951,6359
E01009503,249176.2656,683998.4008,Birmingham 101D,1590,430.1876831,2.745038271,1.450181842,3031.673697,249176.2721,6381
E01009504,461542.6875,968939.8938,Birmingham 109D,1422,681.392334,2.099350452,2.297003984,4492.371934,461542.6845,3081
E01009505,337469.7188,674939.4668,Birmingham 101E,1646,410.0482788,2,1.382290959,4308.736789,337469.7334,4877
E01009506,377431.2813,583089.2912,Birmingham 109E,1509,386.4077454,1.544888616,1.302597761,3379.720522,377431.2815,3998
E01009507,210978.1719,269395.861,Birmingham 056B,1580,170.5037079,1.276889682,0.574775577,3566.137931,210978.1677,7489
E01009508,280075.6875,286077.9811,Birmingham 056C,1647,173.6964111,1.021430969,0.585538328,3314.278872,280075.6991,5881
E01009509,315189.5625,433560.8134,Birmingham 056D,1973,219.746994,1.375555754,0.740776896,5117.203267,315189.5572,6260
E01009510,259483.7969,405381.1295,Birmingham 056E,1559,260.0263672,1.562259912,0.876560509,2645.553936,259483.7904,6008
E01009511,210859.8125,219657.6484,Birmingham 054F,1557,141.0774841,1.041723609,0.475578487,3083.380819,210859.8101,7384
E01009512,382571.25,630889.7138,Birmingham 062A,1912,329.9632263,1.649077654,1.112320781,3782.181809,382571.2569,4998
E01009513,394317.5938,753405.3516,Birmingham 066F,1793,420.1925964,1.910656214,1.416487932,3421.302435,394317.6059,4547
E01009514,294089.8125,456957.8001,Birmingham 062B,1624,281.3779602,1.553803563,0.948537588,4397.713482,294089.8036,5522
E01009515,331028.9375,482090.3492,Birmingham 067C,1551,310.8255005,1.456339002,1.047806621,2953.93198,331028.9442,4685
E01009516,217047.75,378662.9233,Birmingham 062C,1432,264.4294128,1.744606495,0.891403317,3393.010609,217047.7482,6598
E01009517,352129.0938,881991.5591,Birmingham 062D,1720,512.7857666,2.504739285,1.728623748,3934.909791,352129.0918,4885
E01009518,383818.4375,797791.8064,Birmingham 067D,1631,489.1427307,2.078565598,1.648921967,4320.122898,383818.4337,4249
E01009519,232214.4688,471637.237,Birmingham 072C,1477,319.3210754,2.031041622,1.07644558,2667.061888,232214.4673,6360
E01009520,312328.9063,817142.5504,Birmingham 072D,1756,465.3431396,2.616288662,1.568692446,3316.678937,312328.9203,5622
E01009521,267595.1875,589511.4688,Birmingham 067E,1698,347.1799011,2.202997208,1.170358896,3613.1762,267595.1925,6345
E01032589,241395.2969,122477.5254,Birmingham 132E,1543,79.37622833,0.507373273,0.267580807,2871.574771,241395.2919,6392
E01032591,1682079.375,237061.4624,Birmingham 133F,1697,139.6944427,0.140933573,0.470916182,6449.712158,1682079.328,1009
E01033557,144996.8594,0,Birmingham 134B,2238,0,0,0,2098.841183,144996.8559,15435
E01033559,376783.3438,18013.60602,Birmingham 049E,1685,10.69056702,0.047808923,0.03603838,2821.496494,376783.3514,4472
E01033561,1326963.5,892592.2707,Birmingham 050E,3524,253.2895203,0.672657728,0.853850245,9466.517031,1326963.442,2656
E01033562,1067180.875,1489879.502,Birmingham 087F,2712,549.3656006,1.396089077,1.851935863,7997.294918,1067180.905,2541
E01033564,93893.39844,0,Birmingham 136C,1476,0,0,0,1677.53384,93893.39887,15720
E01033565,164046.2188,0,Birmingham 137B,1111,0,0,0,2528.985172,164046.2179,6772
E01033567,75098.03906,0,Birmingham 135B,1621,0,0,0,1424.913787,75098.04269,21585
E01033615,384156.0313,0,Birmingham 135C,1209,0,0,0,4423.508416,384156.0466,3147
E01033616,124525.4063,0,Birmingham 135D,1191,0,0,0,1979.49519,124525.4041,9564
E01033617,424160.4375,250795.5351,Birmingham 050F,3705,67.69110107,0.591275156,0.228189722,3674.540074,424160.4446,8735
E01033618,60728.68359,0,Birmingham 137C,1439,0,0,0,1457.052495,60728.68354,23696
E01033619,214907.7656,0,Birmingham 137D,1327,0,0,0,3213.106788,214907.7716,6175
E01033620,539100.8125,51030.18705,Birmingham 138A,1162,43.91582489,0.094657965,0.148042202,4153.227003,539100.8235,2155
E01033621,387329.875,1307666.367,Birmingham 035G,2973,439.8474121,3.37610507,1.482745171,3775.383996,387329.8895,7676
E01033622,179621.5469,0,Birmingham 138B,2095,0,0,0,4184.230585,179621.5392,11663
E01033623,225074.2344,0,Birmingham 138C,1625,0,0,0,3172.621742,225074.2278,7220
E01033624,153133.0938,0,Birmingham 134C,1289,0,0,0,2483.515294,153133.1012,8418
E01033625,173763.9219,0,Birmingham 138D,1927,0,0,0,2234.904202,173763.9203,11090
E01033626,60688.26563,0,Birmingham 134D,1318,0,0,0,1173.618151,60688.26375,21718
E01033627,310438.375,0,Birmingham 137E,1003,0,0,0,3628.91009,310438.388,3231
E01033628,378136.8125,618945.3871,Birmingham 041F,2614,236.7809448,1.636829257,0.798199117,4854.174918,378136.8105,6913
E01033629,935576.125,1864857.644,Birmingham 106F,2635,707.7258911,1.993271947,2.385775328,6069.037061,935576.1195,2816
E01033630,148960.4844,297920.9616,Birmingham 031H,1289,231.1256561,2,0.77913487,1937.197034,148960.4808,8653
E01033631,2975145,3313783.247,Birmingham 079F,5701,581.2634888,1.11382246,1.959465146,11444.51788,2975145.079,1916
E01033632,453630.9688,903098.9337,Birmingham 023F,2501,361.0951233,1.990822911,1.217267752,4261.572841,453630.9571,5513
E01033633,680512.4375,0,Birmingham 125G,2760,0,0,0,7902.522083,680512.4671,4056
E01033634,216438.4063,407530.3183,Birmingham 096G,4260,95.66439056,1.882892847,0.322488934,2783.00122,216438.4094,19682
E01033635,397683.9375,366936.9915,Birmingham 039H,3058,119.9924774,0.922684968,0.404499978,3533.294024,397683.9243,7690
E01033636,250702.8438,270184.5118,Birmingham 037F,3305,81.75022888,1.077708244,0.275583655,2615.986074,250702.8389,13183
E01033637,311286.6563,311517.5432,Birmingham 041G,2893,107.6797562,1.00074172,0.36299327,3446.705974,311286.6503,9294
E01033638,338590.9688,536189.5842,Birmingham 049F,1836,292.0422668,1.583590865,0.984487474,4331.298855,338590.9646,5422
E01033639,241748.2031,76816.34411,Birmingham 136D,1893,40.57915878,0.317753524,0.13679415,3829.526321,241748.2026,7830
E01033640,273894.0938,73618.21751,Birmingham 134E,1347,54.65346527,0.26878351,0.184239268,2843.548842,273894.1038,4918
E01033641,608325.75,1359600.346,Birmingham 140G,3268,416.0343628,2.234987259,1.40247035,5211.562866,608325.7321,5372
E01033642,238811.2188,312891.0649,Birmingham 063F,3163,98.92224884,1.310202479,0.333471298,4004.09504,238811.2189,13245
E01033643,221849.7969,453409.8,Birmingham 082F,3186,142.3131866,2.04376936,0.479744077,2430.111363,221849.8005,14361
E01033644,631888.6875,809959.9343,Birmingham 052F,3140,257.9490356,1.281807899,0.869557619,3716.885858,631888.6669,4969
E01033645,347799.6563,789602.8093,Birmingham 088E,3518,224.4465027,2.2702806,0.756619155,3427.810556,347799.6659,10115
E01033646,290532.2813,581064.5313,Birmingham 031I,1891,307.2789612,1.999999881,1.035851121,4234.574366,290532.2657,6509
E01033647,146803.1875,185170.2696,Birmingham 058E,1581,117.1222458,1.261350513,0.394824296,2862.792564,146803.1867,10770
E01033648,228043.1094,454297.1529,Birmingham 084F,2708,167.7611389,1.992154717,0.565530241,3185.946499,228043.1141,11875
E01033649,146018.7188,146018.7124,Birmingham 058F,1881,77.62823486,0.99999994,0.261688232,2061.188314,146018.7124,12882
E01033650,224613.9531,533415.6299,Birmingham 077F,2614,204.0610657,2.374810696,0.687898934,3380.433952,224613.9475,11638
